Timestamp,Temperature,Humidity
2025-07-03 17:50:01,20.0,40.43333333333333
2025-07-03 17:51:33,20.0,40.3
2025-07-03 17:53:04,20.0,40.4
2025-07-03 17:54:36,20.0,40.333333333333336
2025-07-03 17:56:07,20.0,40.166666666666664
2025-07-03 17:57:38,20.0,40.03333333333333
2025-07-03 17:59:10,20.0,40.266666666666666
2025-07-03 18:00:41,20.0,40.233333333333334
2025-07-03 18:02:13,20.0,40.233333333333334
2025-07-03 18:03:44,20.0,40.266666666666666
2025-07-03 18:05:15,20.0,40.166666666666664
2025-07-03 18:06:47,20.0,40.233333333333334
2025-07-03 18:08:18,20.0,40.1
2025-07-03 18:09:50,20.0,40.233333333333334
2025-07-03 18:11:21,20.0,40.266666666666666
2025-07-03 18:12:52,20.0,40.266666666666666
2025-07-03 18:14:24,20.0,40.43333333333333
2025-07-03 18:15:55,20.0,40.266666666666666
2025-07-03 18:17:27,20.0,40.266666666666666
2025-07-03 18:18:58,20.0,40.06666666666667
2025-07-03 18:20:29,20.0,40.166666666666664
2025-07-03 18:22:01,20.0,40.266666666666666
2025-07-03 18:23:32,20.0,40.2
2025-07-03 18:25:03,20.0,40.266666666666666
2025-07-03 18:26:35,20.0,40.166666666666664
2025-07-03 18:28:06,20.0,40.2
2025-07-03 18:29:38,20.0,40.13333333333333
2025-07-03 18:31:09,20.0,40.266666666666666
2025-07-03 18:32:40,20.0,40.166666666666664
2025-07-03 18:34:12,20.0,40.2
2025-07-03 18:35:43,20.0,40.06666666666667
2025-07-03 18:37:15,20.0,40.2
2025-07-03 18:38:46,20.0,40.13333333333333
2025-07-03 18:40:17,20.0,40.13333333333333
2025-07-03 18:41:49,20.0,40.13333333333333
2025-07-03 18:43:20,20.0,40.13333333333333
2025-07-03 18:44:52,20.0,40.1
2025-07-03 18:46:23,20.0,40.13333333333333
2025-07-03 18:47:54,20.0,40.06666666666667
2025-07-03 18:49:26,20.0,40.06666666666667
2025-07-03 18:50:57,20.0,40.2
2025-07-03 18:52:29,20.0,40.06666666666667
2025-07-03 18:54:00,20.0,40.2
2025-07-03 18:55:31,20.0,40.2
2025-07-03 18:57:03,20.0,40.1
2025-07-03 18:58:34,20.0,40.1
2025-07-03 19:00:06,20.0,40.13333333333333
2025-07-03 19:01:37,20.0,40.13333333333333
2025-07-03 19:03:08,20.0,40.13333333333333
2025-07-03 19:04:40,20.0,40.1
2025-07-03 19:06:11,20.0,40.1
2025-07-03 19:07:42,20.0,40.03333333333333
2025-07-03 19:09:14,20.0,40.13333333333333
2025-07-03 19:10:45,20.0,40.13333333333333
2025-07-03 19:12:17,20.0,40.06666666666667
2025-07-03 19:13:48,20.0,40.1
2025-07-03 19:15:19,20.0,40.06666666666667
2025-07-03 19:16:51,20.0,40.03333333333333
2025-07-03 19:18:22,20.0,40.06666666666667
2025-07-03 19:19:54,20.0,40.06666666666667
2025-07-03 19:21:25,20.0,40.03333333333333
2025-07-03 19:22:56,20.0,40.06666666666667
2025-07-03 19:24:28,19.966666666666665,40.06666666666667
2025-07-03 19:25:59,20.0,40.06666666666667
2025-07-03 19:27:31,20.0,40.233333333333334
2025-07-03 19:29:02,20.0,40.03333333333333
2025-07-03 19:30:33,20.0,40.06666666666667
2025-07-03 19:32:05,20.0,40.1
2025-07-03 19:33:36,20.0,40.0
2025-07-03 19:35:08,20.0,40.1
2025-07-03 19:36:39,20.0,40.1
2025-07-03 19:38:10,20.0,40.1
2025-07-03 19:39:42,20.0,40.2
2025-07-03 19:41:13,20.0,40.1
2025-07-03 19:42:45,20.0,40.1
2025-07-03 19:44:16,20.0,40.1
2025-07-03 19:45:47,20.0,40.03333333333333
2025-07-03 19:47:19,20.0,40.06666666666667
2025-07-03 19:48:50,20.0,40.06666666666667
