,position,A channel counts,B channel counts,coincidence counts
0,-0.0010000000000000009,9468,9487,362.955088542
1,-0.000941176470588237,9506,9508,395.954808476
2,-0.000882352941176473,9664,9669,383.953279392
3,-0.0008235294117647056,9622,9771,427.952991719
4,-0.0007647058823529417,9480,9531,388.95482306
5,-0.0007058823529411777,9495,9352,388.95560138
6,-0.0006470588235294138,9574,9443,395.954796359
7,-0.0005882352941176498,9751,9415,368.9540971675
8,-0.0005294117647058824,9676,9506,400.954009972
9,-0.0004705882352941185,9649,9481,359.9542589155
10,-0.00041176470588235453,9563,9350,346.955292975
11,-0.0003529411764705906,9313,9307,280.9566619545
12,-0.00029411764705882665,9472,9311,263.955903104
13,-0.00023529411764705924,9420,9375,230.95584375
14,-0.0001764705882352953,9416,9295,177.95623914
15,-0.00011764705882353135,9288,9113,145.957679228
16,-5.882352941176741e-05,9403,9152,132.956971872
17,0.0,9456,9122,95.956871184
18,5.882352941176394e-05,9218,9138,44.957882958
19,0.00011764705882352788,9249,9214,73.957389857
20,0.00017647058823529183,9292,9162,118.957433348
21,0.00023529411764705577,9344,8911,149.958367808
22,0.0002941176470588197,9362,9281,232.956555639
23,0.0003529411764705871,9269,9114,251.957761167
24,0.00041176470588235106,9307,9094,251.957681071
25,0.000470588235294115,9558,9336,293.955383256
26,0.0005294117647058789,9447,9210,391.956496565
27,0.0005882352941176464,9305,9344,366.95652704
28,0.0006470588235294103,9478,9283,361.956007863
29,0.0007058823529411742,9503,9218,334.956200673
30,0.0007647058823529382,9577,9359,372.9551844285
31,0.0008235294117647021,9677,9302,359.954992273
32,0.0008823529411764695,9572,9130,348.95630382
33,0.0009411764705882335,9716,9242,402.955102364
34,0.0009999999999999974,9688,9261,363.955139716
