,position,A channel counts,B channel counts,coincidence counts
0,-0.0010250000000000016,5626,5839,138.967149786
1,-0.0009647058823529439,5610,5895,164.96692905
2,-0.0009044117647058827,5740,5850,148.966421
3,-0.0008441176470588251,5709,5844,124.966636604
4,-0.0007838235294117674,5852,5948,150.965192304
5,-0.0007235294117647062,5672,5954,164.966228912
6,-0.0006632352941176485,5582,5862,136.967278316
7,-0.0006029411764705908,5888,5961,137.964901632
8,-0.0005426470588235296,5804,5947,141.965483612
9,-0.00048235294117647196,5688,5758,161.967248496
10,-0.00042205882352941426,5723,5821,131.966686417
11,-0.0003617647058823531,5717,5923,107.966138209
12,-0.0003014705882352954,5777,5854,107.966181442
13,-0.0002411764705882377,5671,5899,75.966546771
14,-0.00018088235294117655,5739,6031,67.965388091
15,-0.00012058823529411886,5865,5996,46.96483346
16,-6.029411764706116e-05,5813,5978,29.965249886
17,-3.469446951953614e-18,5860,6073,32.96441222
18,6.029411764705769e-05,5703,5982,14.965884654
19,0.00012058823529411539,5730,5946,29.96592942
20,0.00018088235294117308,5613,6025,44.966181675
21,0.00024117647058823424,5719,5829,64.966663949
22,0.00030147058823529194,5632,5951,65.966483968
23,0.00036176470588234963,5922,5980,97.96458644
24,0.0004220588235294108,5743,5875,106.966259875
25,0.0004823529411764685,5773,5888,133.966008576
26,0.0005426470588235262,5775,6136,141.9645646
27,0.0006029411764705873,5862,6177,160.963790426
28,0.000663235294117645,5823,6045,158.964799965
29,0.0007235294117647027,5723,5897,141.966251469
30,0.0007838235294117639,5897,6139,157.963798317
31,0.0008441176470588216,5809,6095,168.964594145
32,0.0009044117647058793,5687,6076,136.965445788
33,0.0009647058823529404,5799,6129,160.964457929
34,0.0010249999999999981,5791,5816,174.966319544
