,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999925,14044,12540,446.82388824
1,-0.0009148148148148058,14141,12550,432.82253045
2,-0.0008796296296296226,14133,12409,447.824623603
3,-0.0008444444444444359,14062,12435,416.82513903
4,-0.0008092592592592526,14121,12515,468.823275685
5,-0.0007740740740740659,14125,12533,435.822971375
6,-0.0007388888888888827,13886,12390,442.82795246
7,-0.000703703703703696,13901,12558,407.825431242
8,-0.0006685185185185127,14014,12523,434.824502678
9,-0.000633333333333326,14009,12439,450.825742049
10,-0.0005981481481481393,13642,12365,423.83131667
11,-0.0005629629629629561,13769,12396,413.829319476
12,-0.0005277777777777694,13998,12409,420.826298818
13,-0.0004925925925925861,14090,12262,410.82722842
14,-0.00045740740740739944,13767,12383,386.829523239
15,-0.0004222222222222162,13970,12637,380.82346111
16,-0.0003870370370370295,13785,12366,364.82953469
17,-0.00035185185185184625,13881,12524,342.826154356
18,-0.00031666666666665955,14086,12476,333.824263064
19,-0.00028148148148147284,13790,12318,315.83013478
20,-0.0002462962962962896,14039,12381,284.826183141
21,-0.0002111111111111029,14133,12357,294.825358519
22,-0.00017592592592591966,13857,12388,249.828339484
23,-0.00014074074074073295,14056,12632,211.822444608
24,-0.00010555555555554971,14113,12423,140.824674201
25,-7.0370370370363e-05,13811,12363,121.829254607
26,-3.518518518517977e-05,13889,12360,80.82833196
27,6.938893903907228e-18,14235,12514,77.82186321
28,3.5185185185193646e-05,13612,12475,58.8301903
29,7.037037037037688e-05,13923,12555,64.825196735
30,0.00010555555555556359,13953,12633,89.823731751
31,0.00014074074074074683,14071,12690,107.82143901
32,0.00017592592592593354,13806,12391,123.828929854
33,0.00021111111111111677,13681,12486,151.829179034
34,0.0002462962962963035,13748,12298,136.830927096
35,0.0002814814814814867,13741,12464,209.828732176
36,0.0003166666666666734,13763,12512,208.827797344
37,0.00035185185185186013,13622,12364,245.831577592
38,0.00038703703703704337,13945,12639,301.823749145
39,0.0004222222222222301,13867,12858,341.821698114
40,0.0004574074074074133,13982,12631,363.823393358
41,0.0004925925925926,13909,12777,389.822284707
42,0.0005277777777777833,13962,12791,423.821412058
43,0.00056296296296297,13946,12479,431.825967866
44,0.0005981481481481532,13846,12790,446.82290966
45,0.0006333333333333399,13989,12578,431.824046358
46,0.0006685185185185266,14132,12982,482.816538376
47,0.0007037037037037099,14026,12564,416.823777336
48,0.0007388888888888966,13880,12687,430.82390444
49,0.0007740740740740798,13888,12910,475.82070592
50,0.0008092592592592665,14182,12786,483.818668948
51,0.0008444444444444497,14209,12783,465.818366353
52,0.0008796296296296365,14092,12634,450.821961672
53,0.0009148148148148197,13889,12574,404.825359714
54,0.0009500000000000064,13933,12552,428.825112984
