,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999925,17994,18176,949.672941056
1,-0.0009148148148148058,17817,18095,1004.677601385
2,-0.0008796296296296226,17897,18391,977.670856273
3,-0.0008444444444444359,17771,18213,1034.676336777
4,-0.0008092592592592526,17809,18382,956.672634962
5,-0.0007740740740740659,17825,18300,988.6738025
6,-0.0007388888888888827,17732,18187,1011.677508116
7,-0.000703703703703696,17790,18315,1021.67417615
8,-0.0006685185185185127,17605,17934,934.68427193
9,-0.000633333333333326,17244,17888,950.691539328
10,-0.0005981481481481393,17777,18379,997.673276517
11,-0.0005629629629629561,17601,18114,1029.681175486
12,-0.0005277777777777694,17767,17906,951.681864098
13,-0.0004925925925925861,17455,17744,916.69027848
14,-0.00045740740740739944,17754,17992,841.680570032
15,-0.0004222222222222162,17492,17832,845.688082656
16,-0.0003870370370370295,17614,18167,762.680006462
17,-0.00035185185185184625,17780,18097,794.67823534
18,-0.00031666666666665955,17541,17954,694.685068886
19,-0.00028148148148147284,17827,18271,701.674282883
20,-0.0002462962962962896,17822,18111,672.677225758
21,-0.0002111111111111029,17744,17743,535.685168208
22,-0.00017592592592591966,17582,18004,515.683453672
23,-0.00014074074074073295,17365,17754,409.69170179
24,-0.00010555555555554971,17627,17694,345.688107862
25,-7.0370370370363e-05,17590,18026,321.68292266
26,-3.518518518517977e-05,17487,17769,174.689273497
27,6.938893903907228e-18,17527,17718,116.689456614
28,3.5185185185193646e-05,17270,17911,119.69067703
29,7.037037037037688e-05,17179,17696,128.696000416
30,0.00010555555555556359,17734,17837,170.683678642
31,0.00014074074074074683,17661,17853,230.684698167
32,0.00017592592592593354,17509,17754,296.689145214
33,0.00021111111111111677,17272,17915,310.69057212
34,0.0002462962962963035,17363,18019,420.687136103
35,0.0002814814814814867,17457,17903,476.687467329
36,0.0003166666666666734,17373,17892,515.689162284
37,0.00035185185185186013,17717,18045,556.680296735
38,0.00038703703703704337,17317,17909,627.689869847
39,0.0004222222222222301,17408,18214,767.682930688
40,0.0004574074074074133,17769,18290,853.67500499
41,0.0004925925925926,17877,18182,925.674960386
42,0.0005277777777777833,17862,18199,1023.674929462
43,0.00056296296296297,17680,18270,1011.6769864
44,0.0005981481481481532,17743,18385,1000.673794945
45,0.0006333333333333399,17594,18236,962.679155816
46,0.0006685185185185266,17567,18019,943.683460227
47,0.0007037037037037099,17855,18143,959.676056735
48,0.0007388888888888966,17701,18318,979.675753082
49,0.0007740740740740798,17518,18345,1011.67863229
50,0.0008092592592592665,17673,18215,1052.678086305
51,0.0008444444444444497,17748,18408,1035.673294816
52,0.0008796296296296365,17668,18160,976.67914912
53,0.0009148148148148197,17560,18080,940.6825152
54,0.0009500000000000064,17572,18168,921.680751904
