,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999925,16998,17061,909.709997122
1,-0.0009148148148148058,17221,17047,923.706433613
2,-0.0008796296296296226,17063,16830,889.71282971
3,-0.0008444444444444359,17241,16774,898.710799466
4,-0.0008092592592592526,17347,16846,917.707772438
5,-0.0007740740740740659,17145,16745,857.712906975
6,-0.0007388888888888827,17122,16778,896.712727084
7,-0.000703703703703696,17062,17051,922.709075838
8,-0.0006685185185185127,17011,16505,844.719233445
9,-0.000633333333333326,16972,16636,866.717653808
10,-0.0005981481481481393,17050,16842,882.7128439
11,-0.0005629629629629561,17048,17006,900.710081712
12,-0.0005277777777777694,17186,17112,915.705913168
13,-0.0004925925925925861,16824,16613,748.720502888
14,-0.00045740740740739944,16914,16802,717.715810972
15,-0.0004222222222222162,16842,16519,705.721787002
16,-0.0003870370370370295,16894,16693,723.717988458
17,-0.00035185185185184625,16886,16889,671.714812346
18,-0.00031666666666665955,17007,16958,696.711595294
19,-0.00028148148148147284,17018,16368,582.721449376
20,-0.0002462962962962896,17150,16419,576.71841415
21,-0.0002111111111111029,16894,16913,520.714271778
22,-0.00017592592592591966,17119,16538,450.716885978
23,-0.00014074074074073295,16948,16681,377.717290412
24,-0.00010555555555554971,16892,16500,284.721282
25,-7.0370370370363e-05,16939,16546,224.719727306
26,-3.518518518517977e-05,16904,16528,162.720610688
27,6.938893903907228e-18,16701,16464,100.725034736
28,3.5185185185193646e-05,16753,16707,88.720107629
29,7.037037037037688e-05,16772,16916,118.716284848
30,0.00010555555555556359,16927,16540,152.72002742
31,0.00014074074074074683,17006,16618,209.717394292
32,0.00017592592592593354,16958,16369,241.722414498
33,0.00021111111111111677,16823,16698,290.719089546
34,0.0002462962962963035,16905,16810,360.71582695
35,0.0002814814814814867,17103,16762,408.713319514
36,0.0003166666666666734,16922,16665,459.71799487
37,0.00035185185185186013,17000,16786,580.714638
38,0.00038703703703704337,17078,16910,619.71121102
39,0.0004222222222222301,16929,17031,683.711682201
40,0.0004574074074074133,16971,16715,757.716329735
41,0.0004925925925926,17157,16867,799.710612881
42,0.0005277777777777833,17231,16937,830.708158553
43,0.00056296296296297,16945,16807,823.715205385
44,0.0005981481481481532,16901,16724,862.717347676
45,0.0006333333333333399,17252,16788,853.710373424
46,0.0006685185185185266,17168,16789,887.711766448
47,0.0007037037037037099,17193,16935,890.708836545
48,0.0007388888888888966,17073,16794,856.713276038
49,0.0007740740740740798,17017,16706,839.715713998
50,0.0008092592592592665,17300,16881,897.7079587
51,0.0008444444444444497,17181,17067,907.706771873
52,0.0008796296296296365,17076,16935,884.71081794
53,0.0009148148148148197,17077,17059,925.708683457
54,0.0009500000000000064,17212,17014,896.707155032
