,position,coincidence counts
0,-0.004,518
1,-0.0028571428571428567,508
2,-0.0017142857142857133,513
3,-0.00057142857142857,568
4,0.0005714285714285734,540
5,0.0017142857142857133,557
6,0.0028571428571428567,558
7,0.004,591
