,position,A channel counts,B channel counts,coincidence counts
0,-0.000949999999999996,47339,49174,1011
1,-0.0008708333333333276,47075,49597,1016
2,-0.0007916666666666627,47148,49635,1042
3,-0.0007124999999999979,47139,49423,1055
4,-0.0006333333333333295,47066,49982,1036
5,-0.0005541666666666611,47311,49549,1066
6,-0.00047499999999999626,47378,49600,1032
7,-0.00039583333333333137,46726,49014,839
8,-0.000316666666666663,46863,49174,675
9,-0.00023749999999999466,46969,49384,576
10,-0.00015833333333332977,46235,49169,421
11,-7.916666666666489e-05,46703,49675,222
12,3.469446951953614e-18,46303,49710,120
13,7.916666666667183e-05,46593,50386,204
14,0.0001583333333333367,46320,50361,380
15,0.0002375000000000016,46570,49946,512
16,0.00031666666666666995,47042,49810,672
17,0.0003958333333333383,46818,50769,779
18,0.0004750000000000032,46713,50590,900
19,0.0005541666666666681,46712,50157,1018
20,0.0006333333333333364,46599,50695,1113
21,0.0007125000000000048,46245,50957,1067
22,0.0007916666666666697,46888,50460,1058
23,0.0008708333333333346,46623,50858,1048
24,0.0009500000000000029,46135,50754,1061
