,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,63841,47530,1482
1,-0.0009068181818181822,63891,47579,1463
2,-0.0008636363636363616,63560,47907,1468
3,-0.0008204545454545444,63624,47955,1502
4,-0.0007772727272727271,63765,48101,1565
5,-0.0007340909090909099,64148,48317,1578
6,-0.0006909090909090893,63925,48423,1565
7,-0.000647727272727272,63788,48515,1571
8,-0.0006045454545454548,63907,48458,1569
9,-0.0005613636363636376,64799,48477,1603
10,-0.0005181818181818169,65059,48244,1541
11,-0.00047499999999999973,65381,49065,1490
12,-0.0004318181818181825,65157,49184,1415
13,-0.00038863636363636184,65312,49395,1317
14,-0.0003454545454545446,65058,48606,1148
15,-0.0003022727272727274,64149,48319,921
16,-0.0002590909090909102,64092,48439,823
17,-0.00021590909090908952,63971,48560,726
18,-0.0001727272727272723,64143,48654,648
19,-0.0001295454545454551,64168,48780,519
20,-8.636363636363789e-05,63877,48624,459
21,-4.318181818181721e-05,63481,48628,356
22,0.0,63357,48620,299
23,4.318181818181721e-05,63136,48846,239
24,8.636363636363789e-05,63495,48859,290
25,0.0001295454545454551,63459,48639,414
26,0.0001727272727272723,63900,48404,566
27,0.00021590909090908952,64075,48653,736
28,0.0002590909090909102,64200,48851,888
29,0.0003022727272727274,63822,48841,983
30,0.0003454545454545446,64062,48878,1111
31,0.00038863636363636184,64288,48963,1179
32,0.0004318181818181825,64511,49241,1303
33,0.00047499999999999973,64490,49196,1374
34,0.0005181818181818169,64440,49147,1438
35,0.0005613636363636376,64843,49208,1528
36,0.0006045454545454548,64878,49153,1599
37,0.000647727272727272,64987,48961,1559
38,0.0006909090909090893,64425,48910,1513
39,0.0007340909090909099,64446,48965,1497
40,0.0007772727272727271,64541,49330,1511
41,0.0008204545454545444,64577,49295,1516
42,0.000863636363636365,64431,49159,1540
43,0.0009068181818181822,63886,49329,1551
44,0.0009499999999999995,64162,49291,1541
