,position,coincidence counts
0,-0.0010000000000000009,469
1,-0.000931034482758622,481
2,-0.0008620689655172431,431
3,-0.0007931034482758642,506
4,-0.0007241379310344818,454
5,-0.000655172413793103,471
6,-0.0005862068965517241,484
7,-0.0005172413793103452,463
8,-0.0004482758620689663,466
9,-0.0003793103448275874,477
10,-0.0003103448275862085,490
11,-0.00024137931034482613,431
12,-0.00017241379310344723,419
13,-0.00010344827586206834,426
14,-3.4482758620689447e-05,405
15,3.4482758620689447e-05,380
16,0.00010344827586206834,423
17,0.00017241379310344723,512
18,0.00024137931034482613,482
19,0.0003103448275862085,496
20,0.0003793103448275874,503
21,0.0004482758620689663,576
22,0.0005172413793103452,530
23,0.0005862068965517241,480
24,0.000655172413793103,486
25,0.0007241379310344818,454
26,0.0007931034482758642,498
27,0.0008620689655172431,518
28,0.000931034482758622,485
29,0.0010000000000000009,544
