,position,coincidence counts
0,-0.0010000000000000009,543
1,-0.000931034482758622,520
2,-0.0008620689655172431,485
3,-0.0007931034482758642,555
4,-0.0007241379310344853,572
5,-0.000655172413793103,521
6,-0.0005862068965517241,551
7,-0.0005172413793103452,566
8,-0.0004482758620689663,521
9,-0.0003793103448275874,545
10,-0.0003103448275862085,557
11,-0.0002413793103448296,527
12,-0.0001724137931034507,523
13,-0.00010344827586207181,563
14,-3.4482758620692916e-05,520
15,3.448275862068598e-05,534
16,0.00010344827586206834,556
17,0.00017241379310344723,557
18,0.00024137931034482613,579
19,0.000310344827586205,474
20,0.0003793103448275839,489
21,0.0004482758620689628,414
22,0.0005172413793103417,419
23,0.0005862068965517206,409
24,0.0006551724137930995,450
25,0.0007241379310344818,516
26,0.0007931034482758607,546
27,0.0008620689655172396,551
28,0.0009310344827586185,557
29,0.0009999999999999974,557
