,position,coincidence counts
0,-0.0030000000000000027,5345
1,-0.002793103448275866,5206
2,-0.002586206896551726,5055
3,-0.002379310344827589,4976
4,-0.002172413793103449,5007
5,-0.0019655172413793123,4980
6,-0.0017586206896551757,5020
7,-0.0015517241379310355,5101
8,-0.0013448275862068988,5145
9,-0.0011379310344827621,5156
10,-0.000931034482758622,5201
11,-0.0007241379310344853,5188
12,-0.0005172413793103452,5227
13,-0.0003103448275862085,5217
14,-0.00010344827586207181,5198
15,0.00010344827586206834,5161
16,0.000310344827586205,5188
17,0.0005172413793103452,5238
18,0.0007241379310344818,5320
19,0.0009310344827586185,5369
20,0.0011379310344827587,5395
21,0.0013448275862068954,5472
22,0.0015517241379310355,5404
23,0.0017586206896551722,5197
24,0.001965517241379309,5213
25,0.0021724137931034455,5185
26,0.0023793103448275857,5146
27,0.0025862068965517224,5163
28,0.0027931034482758625,5246
29,0.002999999999999999,5410
