,position,A channel counts,B channel counts,coincidence counts
0,-0.0008500000000000001,25239,26831,488
1,-0.0007791666666666676,25637,27407,561
2,-0.0007083333333333316,25197,26948,543
3,-0.0006374999999999992,25723,27080,534
4,-0.0005666666666666667,25649,27047,496
5,-0.0004958333333333342,25432,27014,402
6,-0.00042500000000000177,25415,26970,321
7,-0.0003541666666666658,25131,27099,282
8,-0.00028333333333333335,25359,26984,199
9,-0.00021250000000000088,25096,27255,131
10,-0.00014166666666666494,25098,27478,78
11,-7.083333333333247e-05,25202,27484,108
12,0.0,25062,27365,171
13,7.083333333333247e-05,25177,27499,253
14,0.00014166666666666494,25336,27540,317
15,0.00021250000000000088,25512,27349,352
16,0.00028333333333333335,25328,27698,409
17,0.0003541666666666658,25422,27729,515
18,0.00042500000000000177,25372,27419,538
19,0.0004958333333333342,25369,27727,523
20,0.0005666666666666667,25619,27816,574
21,0.0006374999999999992,25583,28055,551
22,0.0007083333333333316,25277,27851,581
23,0.0007791666666666676,25274,28234,532
24,0.0008500000000000001,25441,28191,607
