,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,68319,68189,3172
1,-0.0009068181818181822,69286,68926,3358
2,-0.0008636363636363616,69197,69265,3246
3,-0.0008204545454545444,69977,68676,3261
4,-0.0007772727272727271,68758,67915,3138
5,-0.0007340909090909099,69457,68964,3296
6,-0.0006909090909090893,69456,69260,3328
7,-0.000647727272727272,69610,68844,3221
8,-0.0006045454545454548,69900,68788,3396
9,-0.0005613636363636376,70039,68705,3323
10,-0.0005181818181818169,69526,68334,3251
11,-0.00047499999999999973,69464,68476,3050
12,-0.0004318181818181825,69275,68167,2780
13,-0.00038863636363636184,69587,68712,2606
14,-0.0003454545454545446,68956,68325,2404
15,-0.0003022727272727274,69394,68100,2225
16,-0.0002590909090909102,69563,67717,2194
17,-0.00021590909090908952,69247,68306,2223
18,-0.0001727272727272723,69517,67726,2249
19,-0.0001295454545454551,69366,67800,2396
20,-8.636363636363789e-05,69378,67833,2327
21,-4.318181818181721e-05,69085,68058,2454
22,0.0,69073,67687,2367
23,4.318181818181721e-05,69085,68013,2103
24,8.636363636363789e-05,69070,68039,2005
25,0.0001295454545454551,68797,67434,1780
26,0.0001727272727272723,68610,68209,1702
27,0.00021590909090908952,68525,67541,1718
28,0.0002590909090909102,68897,68932,1867
29,0.0003022727272727274,68690,68132,2079
30,0.0003454545454545446,69255,68365,2294
31,0.00038863636363636184,68824,68311,2494
32,0.0004318181818181825,69064,68481,2612
33,0.00047499999999999973,69475,69363,2900
34,0.0005181818181818169,69452,68448,2984
35,0.0005613636363636376,69772,68535,3202
36,0.0006045454545454548,69617,68294,3296
37,0.000647727272727272,69922,68965,3237
38,0.0006909090909090893,69830,68777,3250
39,0.0007340909090909099,69200,68552,3205
40,0.0007772727272727271,70132,68012,3140
41,0.0008204545454545444,69724,69156,3222
42,0.000863636363636365,70298,68533,3283
43,0.0009068181818181822,69927,68296,3327
44,0.0009499999999999995,69525,68358,3179
