,position,coincidence counts
0,-0.004,4010
1,-0.0038987341772151914,4509
2,-0.003797468354430379,4509
3,-0.0036962025316455704,4979
4,-0.0035949367088607583,4885
5,-0.0034936708860759495,4885
6,-0.003392405063291141,4839
7,-0.0032911392405063286,4841
8,-0.00318987341772152,4889
9,-0.0030886075949367077,4889
10,-0.002987341772151899,4913
11,-0.0028860759493670902,4905
12,-0.002784810126582278,4905
13,-0.0026835443037974693,4878
14,-0.002582278481012657,4892
15,-0.0024810126582278484,4892
16,-0.0023797468354430397,4867
17,-0.0022784810126582275,4900
18,-0.0021772151898734188,4931
19,-0.0020759493670886066,4931
20,-0.001974683544303798,4937
21,-0.0018734177215189891,4967
22,-0.001772151898734177,4967
23,-0.0016708860759493682,4976
24,-0.001569620253164556,4963
25,-0.0014683544303797473,4989
26,-0.0013670886075949386,4989
27,-0.0012658227848101264,5057
28,-0.0011645569620253177,5102
29,-0.0010632911392405055,5102
30,-0.0009620253164556967,5181
31,-0.0008607594936708846,5193
32,-0.0007594936708860758,5193
33,-0.0006582278481012671,5201
34,-0.0005569620253164549,5220
35,-0.0004556962025316462,5231
36,-0.000354430379746834,5231
37,-0.0002531645569620253,5236
38,-0.00015189873417721309,5242
39,-5.063291139240436e-05,5242
40,5.063291139240436e-05,5301
41,0.00015189873417721655,5268
42,0.0002531645569620253,5288
43,0.00035443037974683747,5288
44,0.0004556962025316462,5270
45,0.0005569620253164549,5315
46,0.0006582278481012671,5315
47,0.0007594936708860758,5357
48,0.000860759493670888,5352
49,0.0009620253164556967,5352
50,0.0010632911392405055,5378
51,0.0011645569620253177,5411
52,0.0012658227848101264,5445
53,0.0013670886075949386,5445
54,0.0014683544303797473,5409
55,0.001569620253164556,5489
56,0.0016708860759493682,5489
57,0.001772151898734177,5523
58,0.0018734177215189891,5526
59,0.001974683544303798,5531
60,0.0020759493670886066,5531
61,0.0021772151898734188,5525
62,0.0022784810126582275,5549
63,0.0023797468354430397,5549
64,0.0024810126582278484,5378
65,0.002582278481012657,5148
66,0.0026835443037974693,5148
67,0.002784810126582278,5027
68,0.0028860759493670902,5092
69,0.002987341772151899,5120
70,0.0030886075949367077,5120
71,0.00318987341772152,5089
72,0.0032911392405063286,5129
73,0.003392405063291141,5129
74,0.0034936708860759495,5175
75,0.0035949367088607583,5217
76,0.0036962025316455704,5247
77,0.003797468354430379,5247
78,0.0038987341772151914,5440
79,0.004,5676
