,position,coincidence counts
0,-0.004,509
1,-0.003989987484355445,509
2,-0.00397997496871089,509
3,-0.0039699624530663315,458
4,-0.003959949937421776,458
5,-0.003949937421777221,487
6,-0.003939924906132666,487
7,-0.003929912390488111,487
8,-0.003919899874843556,513
9,-0.003909887359198998,513
10,-0.0038998748435544427,513
11,-0.0038898623279098876,476
12,-0.0038798498122653326,476
13,-0.0038698372966207775,476
14,-0.003859824780976219,475
15,-0.003849812265331664,475
16,-0.003839799749687109,475
17,-0.003829787234042554,433
18,-0.003819774718397999,433
19,-0.0038097622027534403,433
20,-0.0037997496871088852,512
21,-0.00378973717146433,512
22,-0.003779724655819775,475
23,-0.00376971214017522,475
24,-0.003759699624530665,475
25,-0.0037496871088861065,489
26,-0.0037396745932415515,489
27,-0.0037296620775969964,489
28,-0.0037196495619524414,460
29,-0.0037096370463078863,460
30,-0.003699624530663328,460
31,-0.003689612015018773,478
32,-0.0036795994993742177,478
33,-0.0036695869837296627,478
34,-0.0036595744680851076,497
35,-0.003649561952440549,497
36,-0.003639549436795994,475
37,-0.003629536921151439,475
38,-0.003619524405506884,475
39,-0.003609511889862329,486
40,-0.003599499374217774,486
41,-0.0035894868585732154,486
42,-0.0035794743429286603,472
43,-0.0035694618272841053,472
44,-0.0035594493116395502,472
45,-0.003549436795994995,492
46,-0.0035394242803504367,492
47,-0.0035294117647058816,492
48,-0.0035193992490613266,493
49,-0.0035093867334167715,493
50,-0.0034993742177722165,493
51,-0.0034893617021276614,509
52,-0.003479349186483103,509
53,-0.003469336670838548,509
54,-0.003459324155193993,509
55,-0.0034493116395494378,509
56,-0.0034392991239048827,516
57,-0.003429286608260324,516
58,-0.003419274092615769,516
59,-0.003409261576971214,506
60,-0.003399249061326659,506
61,-0.003389236545682104,506
62,-0.0033792240300375455,488
63,-0.0033692115143929904,488
64,-0.0033591989987484354,488
65,-0.0033491864831038803,495
66,-0.0033391739674593253,495
67,-0.0033291614518147668,495
68,-0.0033191489361702117,508
69,-0.0033091364205256567,508
70,-0.0032991239048811016,446
71,-0.0032891113892365466,446
72,-0.0032790988735919915,446
73,-0.003269086357947433,475
74,-0.003259073842302878,475
75,-0.003249061326658323,475
76,-0.003239048811013768,470
77,-0.003229036295369213,470
78,-0.0032190237797246543,470
79,-0.0032090112640800993,502
80,-0.003198998748435544,502
81,-0.003188986232790989,502
82,-0.003178973717146434,532
83,-0.003168961201501879,532
84,-0.0031589486858573206,500
85,-0.0031489361702127655,500
86,-0.0031389236545682105,500
87,-0.0031289111389236554,509
88,-0.0031188986232791004,509
89,-0.003108886107634542,509
90,-0.003098873591989987,520
91,-0.0030888610763454317,520
92,-0.0030788485607008767,520
93,-0.0030688360450563217,437
94,-0.003058823529411763,437
95,-0.003048811013767208,437
96,-0.003038798498122653,540
97,-0.003028785982478098,540
98,-0.003018773466833543,540
99,-0.003008760951188988,494
