,position,A channel counts,B channel counts,coincidence counts
0,-0.0009500000000000029,16990,47747,266
1,-0.0009120000000000031,17040,47660,252
2,-0.0008740000000000032,16841,47934,250
3,-0.0008360000000000034,16651,47151,269
4,-0.0007980000000000036,16578,47380,281
5,-0.0007600000000000037,16933,47624,306
6,-0.0007220000000000039,16935,47525,259
7,-0.000684000000000004,16788,47458,302
8,-0.0006460000000000042,16827,47351,261
9,-0.0006080000000000044,17050,48210,316
10,-0.0005700000000000045,16958,47687,262
11,-0.0005320000000000047,16824,47702,293
12,-0.0004940000000000049,16922,47994,257
13,-0.00045600000000000154,16899,47773,245
14,-0.0004180000000000017,17091,49357,225
15,-0.00038000000000000186,17206,47954,191
16,-0.000342000000000002,17184,48050,186
17,-0.0003040000000000022,16896,47219,150
18,-0.00026600000000000235,16805,47179,121
19,-0.0002280000000000025,17090,48345,120
20,-0.00019000000000000267,17535,51377,99
21,-0.00015200000000000283,17180,47837,90
22,-0.00011400000000000299,17068,48247,66
23,-7.600000000000315e-05,17023,47630,48
24,-3.800000000000331e-05,16743,47352,48
25,-3.469446951953614e-18,17488,51157,32
26,3.799999999999637e-05,16918,48014,53
27,7.599999999999621e-05,16962,47221,68
28,0.00011399999999999605,16773,47181,79
29,0.0001519999999999959,17228,48085,129
30,0.00018999999999999573,16886,48122,140
31,0.00022799999999999557,17099,47589,195
32,0.0002659999999999954,16986,47999,163
33,0.00030399999999999525,16577,47931,157
34,0.0003419999999999951,17282,47867,226
35,0.0003799999999999949,16813,48072,215
36,0.00041799999999999476,16813,48432,212
37,0.0004559999999999946,17095,47964,273
38,0.0004939999999999979,16743,47684,259
39,0.0005319999999999943,17145,48421,268
40,0.0005699999999999976,17196,48159,288
41,0.0006079999999999974,16808,47674,274
42,0.0006459999999999973,17155,48265,283
43,0.0006839999999999971,17215,48274,275
44,0.000721999999999997,16945,48689,308
45,0.0007599999999999968,16773,48619,282
46,0.0007979999999999966,16946,48731,289
47,0.0008359999999999965,17347,48806,302
48,0.0008739999999999963,16942,48539,286
49,0.0009119999999999961,16978,48668,282
50,0.000949999999999996,16851,48828,308
