,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,63252,61676,2126
1,-0.0009068181818181822,63358,62041,2085
2,-0.0008636363636363616,63376,61670,2151
3,-0.0008204545454545444,63401,62102,2151
4,-0.0007772727272727271,63494,62100,2179
5,-0.0007340909090909099,63145,62187,2145
6,-0.0006909090909090893,63378,61599,2042
7,-0.000647727272727272,64248,62196,2124
8,-0.0006045454545454548,63912,62138,2158
9,-0.0005613636363636376,63741,61613,2113
10,-0.0005181818181818169,64042,61981,2166
11,-0.00047499999999999973,64221,61749,1977
12,-0.0004318181818181825,63678,61415,1773
13,-0.00038863636363636184,63335,61400,1564
14,-0.0003454545454545446,64173,61880,1493
15,-0.0003022727272727274,64230,61303,1391
16,-0.0002590909090909102,63862,61121,1317
17,-0.00021590909090908952,63388,61130,1272
18,-0.0001727272727272723,63702,61942,1297
19,-0.0001295454545454551,63810,61837,1365
20,-8.636363636363789e-05,64278,61839,1604
21,-4.318181818181721e-05,63915,61856,1780
22,0.0,63912,61486,1931
23,4.318181818181721e-05,63815,61342,2097
24,8.636363636363789e-05,64438,62381,2152
25,0.0001295454545454551,65067,62435,2132
26,0.0001727272727272723,64492,62581,2065
27,0.00021590909090908952,64410,62603,2086
28,0.0002590909090909102,63969,62197,2015
29,0.0003022727272727274,64518,62394,1914
30,0.0003454545454545446,64482,62766,1992
31,0.00038863636363636184,63971,62063,1936
32,0.0004318181818181825,64549,62016,1927
33,0.00047499999999999973,64187,62008,2016
34,0.0005181818181818169,63914,61920,1990
35,0.0005613636363636376,64386,61850,2132
36,0.0006045454545454548,64473,62278,2164
37,0.000647727272727272,64020,61791,2069
38,0.0006909090909090893,63886,61989,2147
39,0.0007340909090909099,64421,62300,2184
40,0.0007772727272727271,64554,62166,2120
41,0.0008204545454545444,64471,62168,2178
42,0.000863636363636365,64534,61998,2157
43,0.0009068181818181822,63880,62261,2162
44,0.0009499999999999995,63995,61979,2144
