,position,A channel counts,B channel counts,coincidence counts
0,-0.0010000000000000009,6145,6605,170
1,-0.000941176470588237,6212,6699,143
2,-0.000882352941176473,6095,6587,168
3,-0.0008235294117647056,6173,6695,163
4,-0.0007647058823529417,6021,6764,141
5,-0.0007058823529411777,6183,6510,153
6,-0.0006470588235294138,6048,6579,152
7,-0.0005882352941176464,6187,6657,143
8,-0.0005294117647058824,6032,6494,134
9,-0.0004705882352941185,6167,6666,121
10,-0.00041176470588235453,6287,6713,136
11,-0.0003529411764705871,6118,6762,89
12,-0.0002941176470588232,6061,6649,87
13,-0.00023529411764705924,6300,6773,69
14,-0.0001764705882352953,6160,6494,51
15,-0.00011764705882352788,5985,6498,28
16,-5.882352941176394e-05,6056,6428,12
17,0.0,6041,6502,23
18,5.882352941176394e-05,6075,6502,49
19,0.00011764705882352788,6200,6572,72
20,0.0001764705882352953,6020,6709,79
21,0.00023529411764705924,6113,6709,96
22,0.0002941176470588232,6184,6691,98
23,0.0003529411764705871,6301,6651,118
24,0.00041176470588235453,6256,6561,127
25,0.0004705882352941185,6080,6594,146
26,0.0005294117647058824,6210,6699,171
27,0.0005882352941176464,6174,6709,157
28,0.0006470588235294138,6156,6504,161
29,0.0007058823529411777,6116,6563,158
30,0.0007647058823529417,6028,6632,145
31,0.0008235294117647056,6251,6666,128
32,0.000882352941176473,6292,6581,148
33,0.000941176470588237,6136,6625,135
34,0.0010000000000000009,6159,6505,153
