,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,68418,67976,3170
1,-0.0009068181818181822,68220,68441,3241
2,-0.0008636363636363616,68809,68070,3172
3,-0.0008204545454545444,68425,67779,3259
4,-0.0007772727272727271,69319,68226,3235
5,-0.0007340909090909099,68650,68374,3338
6,-0.0006909090909090893,68915,68147,3183
7,-0.000647727272727272,69165,67803,3214
8,-0.0006045454545454548,69031,68344,3279
9,-0.0005613636363636376,68703,68348,3380
10,-0.0005181818181818169,69062,67823,3142
11,-0.00047499999999999973,68467,68151,3100
12,-0.0004318181818181825,68838,67498,2759
13,-0.00038863636363636184,68258,67259,2603
14,-0.0003454545454545446,68655,67753,2283
15,-0.0003022727272727274,68410,67234,2151
16,-0.0002590909090909102,68744,67693,2105
17,-0.00021590909090908952,68809,67129,2071
18,-0.0001727272727272723,67811,67463,2023
19,-0.0001295454545454551,68330,67545,2044
20,-8.636363636363789e-05,69066,68361,2165
21,-4.318181818181721e-05,70041,69843,2225
22,0.0,68121,67423,2055
23,4.318181818181721e-05,68077,68078,1850
24,8.636363636363789e-05,68549,67523,1633
25,0.0001295454545454551,67583,67654,1681
26,0.0001727272727272723,67942,67164,1546
27,0.00021590909090908952,67975,66645,1697
28,0.0002590909090909102,67891,67403,1731
29,0.0003022727272727274,67432,67226,1986
30,0.0003454545454545446,68371,67409,2255
31,0.00038863636363636184,69087,67904,2498
32,0.0004318181818181825,68564,68331,2699
33,0.00047499999999999973,68824,67975,2912
34,0.0005181818181818169,68745,68102,2991
35,0.0005613636363636376,68978,67791,3167
36,0.0006045454545454548,69105,68006,3206
37,0.000647727272727272,69769,68076,3250
38,0.0006909090909090893,69386,67807,3303
39,0.0007340909090909099,68702,67921,3187
40,0.0007772727272727271,69097,67228,3152
41,0.0008204545454545444,68384,67766,3267
42,0.000863636363636365,68712,67717,3260
43,0.0009068181818181822,68838,68050,3274
44,0.0009499999999999995,69127,67917,3213
