,position,A channel counts,B channel counts,coincidence counts
0,-0.0008500000000000001,88584,94218,2332
1,-0.0008113636363636378,89763,95252,2405
2,-0.0007727272727272722,90171,95606,2437
3,-0.0007340909090909099,89721,98076,2432
4,-0.0006954545454545442,91141,98598,2467
5,-0.000656818181818182,90202,96278,2465
6,-0.0006181818181818198,90404,97152,2464
7,-0.0005795454545454541,90767,97376,2369
8,-0.0005409090909090919,90436,96374,2374
9,-0.0005022727272727262,90506,96900,2350
10,-0.000463636363636364,90763,96787,2203
11,-0.00042500000000000177,90175,96381,1914
12,-0.0003863636363636361,91977,100544,1798
13,-0.00034772727272727386,90316,97413,1650
14,-0.00030909090909090817,90717,101411,1482
15,-0.00027045454545454595,92736,101417,1317
16,-0.00023181818181818026,92588,100395,1111
17,-0.00019318181818181804,89489,96272,944
18,-0.00015454545454545582,90065,95877,776
19,-0.00011590909090909013,89683,95697,583
20,-7.727272727272791e-05,90116,95860,384
21,-3.863636363636222e-05,89705,94891,234
22,0.0,89546,95751,173
23,3.863636363636222e-05,89179,96025,375
24,7.727272727272791e-05,89935,95486,542
25,0.00011590909090909013,92229,100031,746
26,0.00015454545454545582,90812,97824,873
27,0.00019318181818181804,89954,95988,1116
28,0.00023181818181818026,90358,96926,1429
29,0.00027045454545454595,89836,96341,1509
30,0.00030909090909090817,90539,96783,1578
31,0.00034772727272727386,90155,96324,1735
32,0.0003863636363636361,90053,96663,1965
33,0.00042500000000000177,90886,96615,2065
34,0.000463636363636364,91035,97348,2210
35,0.0005022727272727262,91080,97461,2406
36,0.0005409090909090919,90810,96521,2341
37,0.0005795454545454541,90657,96786,2415
38,0.0006181818181818163,91389,96970,2443
39,0.000656818181818182,90485,96659,2468
40,0.0006954545454545442,90837,96752,2499
41,0.0007340909090909099,91040,97192,2535
42,0.0007727272727272722,90731,96560,2414
43,0.0008113636363636378,91589,98449,2444
44,0.0008500000000000001,91127,100383,2453
