,position,coincidence counts
70,-0.0012371714643304096,489
71,-0.0012334167709637037,463
72,-0.0012296620775969942,471
73,-0.0012259073842302848,510
74,-0.0012221526908635788,484
75,-0.0012183979974968694,496
76,-0.00121464330413016,457
77,-0.001210888610763454,432
78,-0.0012071339173967445,500
79,-0.001203379224030035,511
80,-0.0011996245306633256,502
81,-0.0011958698372966196,459
82,-0.0011921151439299102,506
83,-0.0011883604505632007,509
84,-0.0011846057571964948,491
85,-0.0011808510638297853,496
86,-0.0011770963704630759,480
87,-0.00117334167709637,510
88,-0.0011695869837296605,496
89,-0.001165832290362951,508
90,-0.0011620775969962416,475
91,-0.0011583229036295356,520
92,-0.0011545682102628262,480
93,-0.0011508135168961167,502
94,-0.0011470588235294107,513
95,-0.0011433041301627013,498
96,-0.0011395494367959919,509
97,-0.0011357947434292859,481
98,-0.0011320400500625764,467
99,-0.001128285356695867,482
100,-0.001124530663329161,426
101,-0.0011207759699624516,504
102,-0.0011170212765957421,493
103,-0.0011132665832290327,504
104,-0.0011095118898623267,494
105,-0.0011057571964956173,452
106,-0.0011020025031289078,487
107,-0.0010982478097622018,526
108,-0.0010944931163954924,448
109,-0.001090738423028783,472
110,-0.001086983729662077,536
111,-0.0010832290362953675,484
112,-0.001079474342928658,502
113,-0.0010757196495619521,507
114,-0.0010719649561952427,447
115,-0.0010682102628285332,507
116,-0.0010644555694618238,518
117,-0.0010607008760951178,518
118,-0.0010569461827284084,532
119,-0.001053191489361699,485
120,-0.001049436795994993,487
121,-0.0010456821026282835,512
122,-0.001041927409261574,509
123,-0.001038172715894868,501
124,-0.0010344180225281586,481
125,-0.0010306633291614492,457
126,-0.0010269086357947398,448
127,-0.0010231539424280338,482
128,-0.0010193992490613243,531
129,-0.001015644555694615,477
130,-0.001011889862327909,518
131,-0.0010081351689611995,515
132,-0.00100438047559449,518
133,-0.001000625782227784,501
134,-0.0009968710888610746,469
135,-0.0009931163954943652,501
136,-0.0009893617021276592,499
137,-0.0009856070087609498,486
138,-0.0009818523153942403,517
139,-0.0009780976220275309,512
140,-0.0009743429286608249,522
141,-0.0009705882352941154,504
142,-0.000966833541927406,489
143,-0.0009630788485607,509
144,-0.0009593241551939906,527
145,-0.0009555694618272811,457
146,-0.0009518147684605752,458
147,-0.0009480600750938657,500
148,-0.0009443053817271563,503
149,-0.0009405506883604503,454
150,-0.0009367959949937409,472
151,-0.0009330413016270314,479
152,-0.000929286608260322,465
153,-0.000925531914893616,493
154,-0.0009217772215269066,509
155,-0.0009180225281601971,540
156,-0.0009142678347934911,505
157,-0.0009105131414267817,546
158,-0.0009067584480600722,511
159,-0.0009030037546933663,494
160,-0.0008992490613266568,512
161,-0.0008954943679599474,510
162,-0.0008917396745932379,519
163,-0.000887984981226532,480
164,-0.0008842302878598225,517
165,-0.0008804755944931131,511
166,-0.0008767209011264071,485
167,-0.0008729662077596977,491
168,-0.0008692115143929882,448
169,-0.0008654568210262822,510
170,-0.0008617021276595728,500
171,-0.0008579474342928634,471
172,-0.0008541927409261574,493
173,-0.0008504380475594479,530
174,-0.0008466833541927385,484
175,-0.000842928660826029,530
176,-0.0008391739674593231,508
177,-0.0008354192740926136,521
178,-0.0008316645807259042,478
179,-0.0008279098873591982,485
180,-0.0008241551939924888,480
181,-0.0008204005006257793,476
182,-0.0008166458072590733,507
183,-0.0008128911138923639,501
184,-0.0008091364205256545,492
185,-0.000805381727158945,525
186,-0.000801627033792239,483
187,-0.0007978723404255296,512
188,-0.0007941176470588202,450
189,-0.0007903629536921142,523
190,-0.0007866082603254047,518
191,-0.0007828535669586953,492
192,-0.0007790988735919893,480
193,-0.0007753441802252799,478
194,-0.0007715894868585704,456
195,-0.0007678347934918645,479
196,-0.000764080100125155,510
197,-0.0007603254067584456,498
198,-0.0007565707133917361,483
199,-0.0007528160200250301,505
200,-0.0007490613266583207,496
201,-0.0007453066332916113,494
202,-0.0007415519399249053,495
203,-0.0007377972465581958,500
204,-0.0007340425531914864,471
205,-0.0007302878598247804,495
206,-0.000726533166458071,474
207,-0.0007227784730913615,477
208,-0.0007190237797246556,509
209,-0.0007152690863579461,507
210,-0.0007115143929912367,466
211,-0.0007077596996245272,442
212,-0.0007040050062578213,497
213,-0.0007002503128911118,482
214,-0.0006964956195244024,480
215,-0.0006927409261576964,510
216,-0.000688986232790987,473
217,-0.0006852315394242775,518
218,-0.0006814768460575715,480
219,-0.0006777221526908621,476
220,-0.0006739674593241526,477
221,-0.0006702127659574467,500
222,-0.0006664580725907372,486
223,-0.0006627033792240278,500
224,-0.0006589486858573183,509
225,-0.0006551939924906124,489
226,-0.0006514392991239029,472
227,-0.0006476846057571935,504
228,-0.0006439299123904875,482
229,-0.000640175219023778,466
230,-0.0006364205256570686,497
231,-0.0006326658322903626,527
232,-0.0006289111389236532,495
233,-0.0006251564455569437,468
234,-0.0006214017521902343,487
235,-0.0006176470588235283,485
236,-0.0006138923654568189,497
237,-0.0006101376720901094,496
238,-0.0006063829787234035,506
239,-0.000602628285356694,462
240,-0.0005988735919899846,488
241,-0.0005951188986232786,537
242,-0.0005913642052565692,492
243,-0.0005876095118898597,468
244,-0.0005838548185231537,536
245,-0.0005801001251564443,485
246,-0.0005763454317897349,497
247,-0.0005725907384230254,470
248,-0.0005688360450563194,489
249,-0.00056508135168961,529
250,-0.0005613266583229005,514
251,-0.0005575719649561946,534
252,-0.0005538172715894851,483
253,-0.0005500625782227757,469
254,-0.0005463078848560697,492
255,-0.0005425531914893603,476
256,-0.0005387984981226508,481
257,-0.0005350438047559414,508
258,-0.0005312891113892354,502
259,-0.000527534418022526,520
260,-0.0005237797246558165,457
261,-0.0005200250312891105,489
262,-0.0005162703379224011,485
263,-0.0005125156445556917,503
264,-0.0005087609511889857,481
265,-0.0005050062578222762,485
266,-0.0005012515644555668,518
267,-0.0004974968710888608,504
268,-0.0004937421777221514,471
269,-0.0004899874843554419,491
270,-0.0004862327909887325,487
271,-0.0004824780976220265,509
272,-0.00047872340425531706,508
273,-0.0004749687108886076,465
274,-0.00047121401752190165,527
275,-0.0004674593241551922,472
276,-0.00046370463078848276,480
277,-0.0004599499374217768,462
278,-0.00045619524405506734,489
279,-0.0004524405506883579,524
280,-0.00044868585732164845,521
281,-0.0004449311639549425,509
282,-0.00044117647058823303,533
283,-0.0004374217772215236,474
284,-0.0004336670838548176,489
285,-0.00042991239048810817,473
286,-0.0004261576971213987,497
287,-0.00042240300375469275,519
288,-0.0004186483103879833,522
289,-0.00041489361702127386,451
290,-0.0004111389236545679,480
291,-0.00040738423028785845,471
292,-0.000403629536921149,438
293,-0.000399874843554443,520
294,-0.0003961201501877336,502
295,-0.00039236545682102414,450
296,-0.0003886107634543147,470
297,-0.0003848560700876087,522
298,-0.0003811013767208993,448
299,-0.00037734668335418983,535
300,-0.00037359198998748386,474
301,-0.0003698372966207744,503
302,-0.00036608260325406497,471
303,-0.000362327909887359,471
304,-0.00035857321652064955,510
305,-0.0003548185231539401,483
306,-0.00035106382978723066,496
307,-0.0003473091364205247,513
308,-0.00034355444305381524,480
309,-0.0003397997496871058,482
310,-0.0003360450563203998,487
311,-0.0003322903629536904,540
312,-0.00032853566958698094,463
313,-0.00032478097622027496,499
314,-0.0003210262828535655,482
315,-0.0003172715894868561,483
316,-0.0003135168961201501,475
317,-0.00030976220275344066,447
318,-0.0003060075093867312,500
319,-0.00030225281602002177,482
320,-0.0002984981226533158,494
321,-0.00029474342928660635,483
322,-0.0002909887359198969,486
323,-0.00028723404255319093,451
324,-0.0002834793491864815,479
325,-0.00027972465581977204,500
326,-0.00027596996245306607,506
327,-0.0002722152690863566,481
328,-0.0002684605757196472,501
329,-0.00026470588235293774,473
330,-0.00026095118898623176,497
331,-0.0002571964956195223,439
332,-0.0002534418022528129,436
333,-0.0002496871088861069,430
334,-0.00024593241551939746,464
335,-0.000242177722152688,485
336,-0.00023842302878598204,489
337,-0.0002346683354192726,442
338,-0.00023091364205256315,461
339,-0.00022715894868585718,489
340,-0.00022340425531914773,463
341,-0.0002196495619524383,450
342,-0.00021589486858572884,413
343,-0.00021214017521902287,467
344,-0.00020838548185231343,433
345,-0.00020463078848560398,446
346,-0.000200876095118898,448
347,-0.00019712140175218856,459
348,-0.00019336670838547912,448
349,-0.00018961201501877314,448
350,-0.0001858573216520637,468
351,-0.00018210262828535426,433
352,-0.0001783479349186448,410
353,-0.00017459324155193884,427
354,-0.0001708385481852294,427
355,-0.00016708385481851995,444
356,-0.00016332916145181398,433
357,-0.00015957446808510453,400
358,-0.0001558197747183951,440
359,-0.0001520650813516891,392
360,-0.00014831038798497967,438
361,-0.00014455569461827023,445
362,-0.00014080100125156425,476
363,-0.0001370463078848548,413
364,-0.00013329161451814536,408
365,-0.0001295369211514394,391
366,-0.00012578222778472994,456
367,-0.0001220275344180205,397
368,-0.00011827284105131106,412
369,-0.00011451814768460508,437
370,-0.00011076345431789564,403
371,-0.0001070087609511862,444
372,-0.00010325406758448022,423
373,-9.949937421777078e-05,396
374,-9.574468085106133e-05,434
375,-9.198998748435536e-05,434
376,-8.823529411764591e-05,460
377,-8.448060075093647e-05,420
378,-8.072590738422702e-05,425
379,-7.697121401752105e-05,415
380,-7.32165206508116e-05,406
381,-6.946182728410216e-05,443
382,-6.570713391739619e-05,417
383,-6.195244055068674e-05,413
384,-5.81977471839773e-05,420
385,-5.4443053817271325e-05,430
386,-5.068836045056188e-05,382
387,-4.693366708385244e-05,419
388,-4.317897371714646e-05,381
389,-3.942428035043702e-05,420
390,-3.5669586983727575e-05,444
391,-3.191489361701813e-05,404
392,-2.8160200250312156e-05,438
393,-2.4405506883602712e-05,448
394,-2.0650813516893268e-05,417
395,-1.6896120150187294e-05,436
396,-1.314142678347785e-05,422
397,-9.386733416768406e-06,415
398,-5.632040050062431e-06,394
399,-1.8773466833529873e-06,428
400,1.8773466833564567e-06,411
401,5.632040050065901e-06,376
402,9.386733416771875e-06,399
403,1.314142678348132e-05,432
404,1.6896120150190763e-05,405
405,2.0650813516896738e-05,446
406,2.4405506883606182e-05,405
407,2.8160200250315626e-05,420
408,3.19148936170216e-05,428
409,3.5669586983731044e-05,428
410,3.942428035044049e-05,414
411,4.317897371714646e-05,394
412,4.693366708385591e-05,418
413,5.068836045056535e-05,427
414,5.4443053817274795e-05,434
415,5.819774718398077e-05,400
416,6.195244055069021e-05,447
417,6.570713391739966e-05,424
418,6.946182728410563e-05,462
419,7.321652065081508e-05,429
420,7.697121401752452e-05,422
421,8.07259073842305e-05,462
422,8.448060075093994e-05,467
423,8.823529411764938e-05,444
424,9.198998748435883e-05,427
425,9.57446808510648e-05,441
426,9.949937421777424e-05,478
427,0.00010325406758448369,498
428,0.00010700876095118966,455
429,0.00011076345431789911,465
430,0.00011451814768460855,493
431,0.00011827284105131453,500
432,0.00012202753441802397,464
433,0.00012578222778473341,472
434,0.0001295369211514394,492
435,0.00013329161451814883,467
436,0.00013704630788485828,473
437,0.00014080100125156772,479
438,0.0001445556946182737,491
439,0.00014831038798498314,480
440,0.00015206508135169258,498
441,0.00015581977471839856,474
442,0.000159574468085108,463
443,0.00016332916145181745,534
444,0.00016708385481852342,532
445,0.00017083854818523286,476
446,0.0001745932415519423,510
447,0.00017834793491865175,509
448,0.00018210262828535773,510
449,0.00018585732165206717,464
450,0.00018961201501877661,532
451,0.0001933667083854826,500
452,0.00019712140175219203,523
453,0.00020087609511890148,559
454,0.00020463078848560745,515
455,0.0002083854818523169,510
456,0.00021214017521902634,509
457,0.0002158948685857323,523
458,0.00021964956195244176,496
459,0.0002234042553191512,507
460,0.00022715894868585718,543
461,0.00023091364205256662,576
462,0.00023466833541927606,548
463,0.0002384230287859855,539
464,0.00024217772215269148,483
465,0.0002459324155194009,521
466,0.00024968710888611037,535
467,0.00025344180225281634,533
468,0.0002571964956195258,524
469,0.00026095118898623523,514
470,0.0002647058823529412,588
471,0.00026846057571965065,525
472,0.0002722152690863601,543
473,0.00027596996245306954,520
474,0.0002797246558197755,525
475,0.00028347934918648496,559
476,0.0002872340425531944,542
477,0.0002909887359199004,539
478,0.0002947434292866098,531
479,0.00029849812265331926,547
480,0.00030225281602002524,532
481,0.0003060075093867347,541
482,0.0003097622027534441,547
483,0.0003135168961201501,530
484,0.00031727158948685955,612
485,0.000321026282853569,543
486,0.00032478097622027843,495
487,0.0003285356695869844,521
488,0.00033229036295369385,539
489,0.0003360450563204033,526
490,0.00033979974968710927,520
491,0.0003435544430538187,528
492,0.00034730913642052816,560
493,0.00035106382978723413,572
494,0.0003548185231539436,515
495,0.000358573216520653,535
496,0.00036232790988736246,541
497,0.00036608260325406844,564
498,0.0003698372966207779,558
499,0.00037359198998748733,540
500,0.0003773466833541933,555
501,0.00038110137672090275,525
502,0.0003848560700876122,554
503,0.00038861076345431816,528
504,0.0003923654568210276,538
505,0.00039612015018773705,539
506,0.000399874843554443,532
507,0.00040362953692115247,583
508,0.0004073842302878619,513
509,0.00041113892365457136,570
510,0.00041489361702127733,538
511,0.0004186483103879868,495
512,0.0004224030037546962,526
513,0.0004261576971214022,478
514,0.00042991239048811164,551
515,0.0004336670838548211,482
516,0.00043742177722152706,507
517,0.0004411764705882365,533
518,0.00044493116395494595,499
519,0.0004486858573216554,510
520,0.00045244055068836136,541
521,0.0004561952440550708,531
522,0.00045994993742178025,512
523,0.00046370463078848623,522
524,0.00046745932415519567,528
525,0.0004712140175219051,517
526,0.0004749687108886111,511
527,0.00047872340425532053,516
528,0.00048247809762203,528
529,0.00048623279098873595,523
530,0.0004899874843554454,534
531,0.0004937421777221548,511
532,0.0004974968710888608,482
533,0.0005012515644555703,536
534,0.0005050062578222797,506
535,0.0005087609511889891,573
536,0.0005125156445556951,515
537,0.0005162703379224046,490
538,0.000520025031289114,468
539,0.00052377972465582,456
540,0.0005275344180225294,508
541,0.0005312891113892389,475
542,0.0005350438047559483,505
543,0.0005387984981226543,465
544,0.0005425531914893637,480
545,0.0005463078848560732,478
546,0.0005500625782227792,501
547,0.0005538172715894886,517
548,0.000557571964956198,505
549,0.000561326658322904,492
550,0.0005650813516896135,497
551,0.0005688360450563229,470
552,0.0005725907384230289,493
553,0.0005763454317897383,522
554,0.0005801001251564478,475
555,0.0005838548185231537,503
556,0.0005876095118898632,491
557,0.0005913642052565726,494
558,0.0005951188986232821,494
559,0.000598873591989988,496
560,0.0006026282853566975,467
561,0.0006063829787234069,486
562,0.0006101376720901129,462
563,0.0006138923654568224,472
564,0.0006176470588235318,460
565,0.0006214017521902412,487
566,0.0006251564455569472,462
567,0.0006289111389236567,487
568,0.0006326658322903661,482
569,0.0006364205256570721,497
570,0.0006401752190237815,446
571,0.000643929912390491,517
572,0.0006476846057571969,488
573,0.0006514392991239064,449
574,0.0006551939924906158,478
575,0.0006589486858573218,495
576,0.0006627033792240312,463
577,0.0006664580725907407,512
578,0.0006702127659574467,480
579,0.0006739674593241561,487
580,0.0006777221526908656,466
581,0.0006814768460575715,469
582,0.000685231539424281,479
583,0.0006889862327909904,460
584,0.0006927409261576999,485
585,0.0006964956195244058,521
586,0.0007002503128911153,461
587,0.0007040050062578247,477
588,0.0007077596996245307,504
589,0.0007115143929912401,506
590,0.0007152690863579496,453
591,0.000719023779724659,476
592,0.000722778473091365,476
593,0.0007265331664580744,486
594,0.0007302878598247839,539
595,0.0007340425531914899,529
596,0.0007377972465581993,522
597,0.0007415519399249088,484
598,0.0007453066332916147,522
599,0.0007490613266583242,502
600,0.0007528160200250336,508
601,0.0007565707133917396,519
602,0.000760325406758449,492
603,0.0007640801001251585,502
604,0.0007678347934918645,496
605,0.0007715894868585739,488
606,0.0007753441802252833,480
607,0.0007790988735919928,474
608,0.0007828535669586988,492
609,0.0007866082603254082,501
610,0.0007903629536921176,499
611,0.0007941176470588236,501
612,0.0007978723404255331,500
613,0.0008016270337922425,478
614,0.000805381727158952,557
615,0.0008091364205256579,486
616,0.0008128911138923674,525
617,0.0008166458072590768,509
618,0.0008204005006257828,499
619,0.0008241551939924922,474
620,0.0008279098873592017,521
621,0.0008316645807259077,556
622,0.0008354192740926171,516
623,0.0008391739674593265,517
624,0.0008429286608260325,534
625,0.000846683354192742,489
626,0.0008504380475594514,496
627,0.0008541927409261574,489
628,0.0008579474342928668,533
629,0.0008617021276595763,497
630,0.0008654568210262857,463
631,0.0008692115143929917,497
632,0.0008729662077597011,479
633,0.0008767209011264106,518
634,0.0008804755944931165,508
635,0.000884230287859826,528
636,0.0008879849812265354,537
637,0.0008917396745932449,534
638,0.0008954943679599509,545
639,0.0008992490613266603,524
640,0.0009030037546933697,573
641,0.0009067584480600757,529
642,0.0009105131414267852,515
643,0.0009142678347934946,504
644,0.0009180225281602006,487
645,0.00092177722152691,507
646,0.0009255319148936195,554
647,0.0009292866082603254,543
648,0.0009330413016270349,497
649,0.0009367959949937443,509
650,0.0009405506883604503,550
651,0.0009443053817271597,480
652,0.0009480600750938692,500
653,0.0009518147684605752,533
654,0.0009555694618272846,487
655,0.0009593241551939941,504
656,0.0009630788485607035,511
657,0.0009668335419274095,526
658,0.0009705882352941189,516
659,0.0009743429286608284,525
660,0.0009780976220275343,515
661,0.0009818523153942438,514
662,0.0009856070087609532,520
663,0.0009893617021276627,522
664,0.0009931163954943686,535
665,0.000996871088861078,492
666,0.0010006257822277875,541
667,0.0010043804755944935,480
668,0.001008135168961203,549
669,0.0010118898623279124,552
670,0.0010156445556946184,551
671,0.0010193992490613278,521
672,0.0010231539424280373,566
673,0.0010269086357947432,489
674,0.0010306633291614527,504
675,0.0010344180225281621,508
676,0.001038172715894868,495
677,0.0010419274092615775,530
678,0.001045682102628287,543
679,0.0010494367959949964,490
680,0.0010531914893617024,528
681,0.0010569461827284118,532
682,0.0010607008760951213,500
683,0.0010644555694618273,558
684,0.0010682102628285367,510
685,0.0010719649561952461,484
686,0.0010757196495619556,490
687,0.0010794743429286616,537
688,0.001083229036295371,501
689,0.0010869837296620805,455
690,0.0010907384230287864,510
691,0.0010944931163954959,506
692,0.0010982478097622053,532
693,0.0011020025031289113,472
694,0.0011057571964956207,515
695,0.0011095118898623302,498
696,0.0011132665832290362,482
697,0.0011170212765957456,494
698,0.001120775969962455,501
699,0.001124530663329161,471
700,0.0011282853566958705,498
701,0.00113204005006258,513
702,0.0011357947434292893,526
703,0.0011395494367959953,492
704,0.0011433041301627048,532
705,0.0011470588235294142,502
706,0.0011508135168961202,510
707,0.0011545682102628296,510
708,0.001158322903629539,520
709,0.0011620775969962485,511
710,0.0011658322903629545,486
711,0.001169586983729664,515
712,0.0011733416770963734,481
713,0.0011770963704630794,516
714,0.0011808510638297888,534
715,0.0011846057571964982,493
716,0.0011883604505632042,544
717,0.0011921151439299137,526
718,0.001195869837296623,515
719,0.001199624530663329,494
720,0.0012033792240300385,521
721,0.001207133917396748,478
722,0.001210888610763454,537
723,0.0012146433041301634,488
724,0.0012183979974968728,483
725,0.0012221526908635823,542
726,0.0012259073842302882,525
727,0.0012296620775969977,518
728,0.0012334167709637071,524
729,0.0012371714643304131,511
730,0.0012409261576971226,499
731,0.001244680851063832,470
732,0.001248435544430538,557
733,0.0012521902377972474,489
734,0.0012559449311639569,519
735,0.0012596996245306663,511
736,0.0012634543178973723,503
737,0.0012672090112640817,484
738,0.0012709637046307912,483
739,0.0012747183979974971,464
740,0.0012784730913642066,558
741,0.001282227784730916,551
742,0.001285982478097622,517
743,0.0012897371714643314,511
744,0.001293491864831041,551
745,0.0012972465581977469,562
746,0.0013010012515644563,540
747,0.0013047559449311658,502
748,0.0013085106382978717,477
749,0.0013122653316645812,478
750,0.0013160200250312906,604
751,0.001319774718398,489
752,0.001323529411764706,482
753,0.0013272841051314155,482
754,0.001331038798498125,508
755,0.001334793491864831,442
756,0.0013385481852315403,490
757,0.0013423028785982498,494
758,0.0013460575719649592,532
759,0.0013498122653316652,518
760,0.0013535669586983747,457
761,0.001357321652065084,476
762,0.00136107634543179,523
763,0.0013648310387984995,533
764,0.001368585732165209,547
765,0.001372340425531915,509
766,0.0013760951188986244,530
767,0.0013798498122653338,504
768,0.0013836045056320398,491
769,0.0013873591989987492,544
770,0.0013911138923654587,522
771,0.0013948685857321647,506
772,0.001398623279098874,471
773,0.0014023779724655835,481
774,0.001406132665832293,507
775,0.001409887359198999,503
776,0.0014136420525657084,498
777,0.0014173967459324179,548
778,0.0014211514392991238,501
779,0.0014249061326658333,502
780,0.0014286608260325427,538
781,0.0014324155193992522,511
782,0.0014361702127659581,511
783,0.0014399249061326676,491
784,0.001443679599499377,518
785,0.001447434292866083,492
786,0.0014511889862327924,505
787,0.0014549436795995019,534
788,0.0014586983729662079,496
789,0.0014624530663329173,494
790,0.0014662077596996267,493
791,0.0014699624530663327,520
792,0.0014737171464330422,526
793,0.0014774718397997516,520
794,0.0014812265331664576,497
795,0.001484981226533167,524
796,0.0014887359198998765,504
797,0.001492490613266586,515
798,0.0014962453066332919,493
799,0.0015000000000000013,561
