,position,coincidence counts
0,-0.0019999999999999983,1048
1,-0.001949367088607594,1048
2,-0.0018987341772151896,1556
3,-0.0018481012658227818,1556
4,-0.0017974683544303774,2086
5,-0.001746835443037973,2086
6,-0.0016962025316455687,2602
7,-0.0016455696202531643,3144
8,-0.0015949367088607565,3144
9,-0.0015443037974683521,3702
10,-0.0014936708860759478,3702
11,-0.0014430379746835434,4266
12,-0.001392405063291139,4266
13,-0.0013417721518987312,4854
14,-0.0012911392405063268,4854
15,-0.0012405063291139225,5398
16,-0.0011898734177215181,5398
17,-0.0011392405063291138,5440
18,-0.001088607594936706,5487
19,-0.0010379746835443016,5487
20,-0.0009873417721518972,5541
21,-0.0009367088607594928,5541
22,-0.000886075949367085,5538
23,-0.0008354430379746806,5538
24,-0.0007848101265822763,5603
25,-0.0007341772151898719,5603
26,-0.0006835443037974676,5597
27,-0.0006329113924050597,5597
28,-0.0005822784810126554,5624
29,-0.000531645569620251,5659
30,-0.00048101265822784664,5659
31,-0.0004303797468354423,5632
32,-0.00037974683544303445,5632
33,-0.0003291139240506301,5648
34,-0.0002784810126582257,5648
35,-0.00022784810126582136,5679
36,-0.000177215189873417,5679
37,-0.00012658227848100917,5686
38,-7.594936708860481e-05,5686
39,-2.5316455696200446e-05,5688
40,2.5316455696203916e-05,5742
41,7.594936708860828e-05,5742
42,0.0001265822784810161,5713
43,0.00017721518987342047,5713
44,0.00022784810126582483,5769
45,0.0002784810126582292,5769
46,0.00032911392405063356,5693
47,0.0003797468354430414,5693
48,0.00043037974683544575,5509
49,0.0004810126582278501,5287
50,0.0005316455696202545,5287
51,0.0005822784810126588,5078
52,0.0006329113924050667,5078
53,0.000683544303797471,4878
54,0.0007341772151898754,4878
55,0.0007848101265822797,4824
56,0.0008354430379746841,4824
57,0.0008860759493670919,4842
58,0.0009367088607594963,4842
59,0.0009873417721519007,4809
60,0.001037974683544305,4807
61,0.0010886075949367094,4807
62,0.0011392405063291172,4772
63,0.0011898734177215216,4772
64,0.001240506329113926,4836
65,0.0012911392405063303,4836
66,0.0013417721518987347,5021
67,0.0013924050632911425,5021
68,0.0014430379746835469,5266
69,0.0014936708860759512,5266
70,0.0015443037974683556,5528
71,0.00159493670886076,5749
72,0.0016455696202531678,5749
73,0.0016962025316455721,5856
74,0.0017468354430379765,5856
75,0.0017974683544303809,5865
76,0.0018481012658227852,5865
77,0.001898734177215193,5901
78,0.0019493670886075974,5901
79,0.0020000000000000018,5970
