,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,63488,62054,2359
1,-0.0009068181818181822,64078,62847,2476
2,-0.0008636363636363616,63795,62773,2584
3,-0.0008204545454545444,64569,62998,2577
4,-0.0007772727272727271,64318,62945,2516
5,-0.0007340909090909099,64218,62664,2501
6,-0.0006909090909090893,64316,62717,2542
7,-0.000647727272727272,63811,62749,2492
8,-0.0006045454545454548,64180,62975,2462
9,-0.0005613636363636376,63747,62281,2561
10,-0.0005181818181818169,64050,62033,2482
11,-0.00047499999999999973,63901,62536,2419
12,-0.0004318181818181825,63627,62367,2199
13,-0.00038863636363636184,64095,61764,1984
14,-0.0003454545454545446,64287,62167,1682
15,-0.0003022727272727274,63958,61778,1606
16,-0.0002590909090909102,63703,61756,1389
17,-0.00021590909090908952,63798,61729,1219
18,-0.0001727272727272723,63645,61733,1115
19,-0.0001295454545454551,63679,61698,1040
20,-8.636363636363789e-05,63169,61444,1144
21,-4.318181818181721e-05,62942,61537,1219
22,0.0,63509,62142,1445
23,4.318181818181721e-05,63633,61928,1629
24,8.636363636363789e-05,63305,61746,1805
25,0.0001295454545454551,63332,61780,1811
26,0.0001727272727272723,63219,61946,1826
27,0.00021590909090908952,63545,61754,1991
28,0.0002590909090909102,63550,62169,2061
29,0.0003022727272727274,63600,61927,2059
30,0.0003454545454545446,63484,61920,2200
31,0.00038863636363636184,63292,62006,2092
32,0.0004318181818181825,63424,62120,2256
33,0.00047499999999999973,63713,62555,2301
34,0.0005181818181818169,64482,62324,2372
35,0.0005613636363636376,63853,61752,2424
36,0.0006045454545454548,64156,62117,2529
37,0.000647727272727272,64032,62190,2601
38,0.0006909090909090893,63912,61807,2562
39,0.0007340909090909099,63420,61780,2584
40,0.0007772727272727271,63786,61326,2532
41,0.0008204545454545444,64102,62261,2613
42,0.000863636363636365,63682,61962,2551
43,0.0009068181818181822,63283,61556,2510
44,0.0009499999999999995,63275,62494,2601
