,position,coincidence counts
0,-0.0019999999999999983,4220
1,-0.001949367088607594,4220
2,-0.0018987341772151896,4745
3,-0.0018481012658227818,4745
4,-0.0017974683544303774,5250
5,-0.001746835443037973,5250
6,-0.0016962025316455687,5183
7,-0.0016455696202531643,5098
8,-0.0015949367088607565,5098
9,-0.0015443037974683521,5040
10,-0.0014936708860759478,5040
11,-0.0014430379746835434,5075
12,-0.001392405063291139,5075
13,-0.0013417721518987312,5077
14,-0.0012911392405063268,5077
15,-0.0012405063291139225,5140
16,-0.0011898734177215181,5115
17,-0.0011392405063291138,5115
18,-0.001088607594936706,5103
19,-0.0010379746835443016,5103
20,-0.0009873417721518972,5066
21,-0.0009367088607594928,5066
22,-0.000886075949367085,5075
23,-0.0008354430379746806,5075
24,-0.0007848101265822763,5093
25,-0.0007341772151898719,5093
26,-0.0006835443037974676,5131
27,-0.0006329113924050597,5203
28,-0.0005822784810126554,5203
29,-0.000531645569620251,5175
30,-0.00048101265822784664,5175
31,-0.0004303797468354423,5160
32,-0.00037974683544303445,5160
33,-0.0003291139240506301,5163
34,-0.0002784810126582257,5163
35,-0.00022784810126582136,5214
36,-0.000177215189873417,5214
37,-0.00012658227848100917,5210
38,-7.594936708860481e-05,5227
39,-2.5316455696200446e-05,5227
40,2.5316455696203916e-05,5244
41,7.594936708860828e-05,5244
42,0.0001265822784810161,5251
43,0.00017721518987342047,5251
44,0.00022784810126582483,5208
45,0.0002784810126582292,5208
46,0.00032911392405063356,5201
47,0.0003797468354430414,5201
48,0.00043037974683544575,5200
49,0.0004810126582278501,5211
50,0.0005316455696202545,5211
51,0.0005822784810126588,5219
52,0.0006329113924050667,5219
53,0.000683544303797471,5274
54,0.0007341772151898754,5274
55,0.0007848101265822797,5361
56,0.0008354430379746841,5361
57,0.0008860759493670919,5381
58,0.0009367088607594963,5381
59,0.0009873417721519007,5372
60,0.001037974683544305,5390
61,0.0010886075949367094,5390
62,0.0011392405063291172,5407
63,0.0011898734177215216,5407
64,0.001240506329113926,5421
65,0.0012911392405063303,5421
66,0.0013417721518987347,5427
67,0.0013924050632911425,5427
68,0.0014430379746835469,5448
69,0.0014936708860759512,5448
70,0.0015443037974683556,5497
71,0.00159493670886076,5519
72,0.0016455696202531678,5519
73,0.0016962025316455721,5494
74,0.0017468354430379765,5494
75,0.0017974683544303809,5541
76,0.0018481012658227852,5541
77,0.001898734177215193,5568
78,0.0019493670886075974,5568
79,0.0020000000000000018,5568
