,position,A channel counts,B channel counts,coincidence counts
0,-0.0009499999999999995,63531,62698,2590
1,-0.0009068181818181822,63595,62532,2561
2,-0.0008636363636363616,63720,62592,2607
3,-0.0008204545454545444,63913,62262,2608
4,-0.0007772727272727271,64153,62835,2578
5,-0.0007340909090909099,63848,62698,2639
6,-0.0006909090909090893,63598,62717,2624
7,-0.000647727272727272,64252,62874,2711
8,-0.0006045454545454548,64328,62312,2653
9,-0.0005613636363636376,64172,62280,2544
10,-0.0005181818181818169,64117,62058,2561
11,-0.00047499999999999973,63288,62122,2365
12,-0.0004318181818181825,64110,62430,2218
13,-0.00038863636363636184,63886,61793,2049
14,-0.0003454545454545446,63704,61942,1767
15,-0.0003022727272727274,63365,61141,1464
16,-0.0002590909090909102,63568,60965,1328
17,-0.00021590909090908952,63600,61164,1220
18,-0.0001727272727272723,63421,61637,958
19,-0.0001295454545454551,63553,61566,897
20,-8.636363636363789e-05,63840,61415,820
21,-4.318181818181721e-05,63558,61777,840
22,0.0,63784,61764,964
23,4.318181818181721e-05,63511,61740,1117
24,8.636363636363789e-05,63791,62161,1282
25,0.0001295454545454551,63351,62004,1441
26,0.0001727272727272723,63182,61849,1518
27,0.00021590909090908952,63841,61777,1755
28,0.0002590909090909102,63956,62311,1954
29,0.0003022727272727274,64008,62128,1984
30,0.0003454545454545446,64177,62619,2049
31,0.00038863636363636184,64175,62207,2151
32,0.0004318181818181825,64281,62651,2404
33,0.00047499999999999973,64047,62226,2365
34,0.0005181818181818169,64225,61831,2439
35,0.0005613636363636376,64260,62012,2612
36,0.0006045454545454548,64578,62670,2689
37,0.000647727272727272,64293,62422,2728
38,0.0006909090909090893,64078,63175,2694
39,0.0007340909090909099,64548,62052,2658
40,0.0007772727272727271,63534,61912,2625
41,0.0008204545454545444,64022,61959,2642
42,0.000863636363636365,64528,62188,2703
43,0.0009068181818181822,64040,62372,2681
44,0.0009499999999999995,63629,62320,2607
